,Brewery,Beer Name,Style,ABV,IBU,SRM
296,Anaheim Brewery,Anaheim Bockbier,Traditional German-Style Bock,8.0,20.0,7
297,Anaheim Brewery,Anaheim Dark Scotch Ale,Scottish-Style Export Ale,6.1,20.0,25
298,Anaheim Brewery,Anaheim Gold,Golden or Blonde Ale,4.5,15.0,5
299,Anaheim Brewery,Anaheim Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.5,11.0,5
300,Anaheim Brewery,Anaheim Red,Irish-Style Red Ale,5.5,21.0,20
301,Heist Brewery,Ancho Mamma's Beer,Chili Pepper Beer,5.78,28.0,5
302,Green Beacon Brewing Co,Anchor Amber Ale,American-Style Amber (Low Calorie) Lager,4.1,25.3,21
303,Nighthawk Brewery,Anchor Slammer Pale Ale,American-Style Pale Ale,5.5,45.0,9
304,Nighthawk Brewery,Anchorsmith Amber Ale,American-Style Amber/Red Ale,5.9,34.0,15
305,Free Range Brewing,Andy's Honey Pale Ale,American-Style Pale Ale,5.7,48.0,5
306,Abita Brewing Company,Andygator,German-Style Doppelbock,8.0,25.0,8
307,Roundhouse Brewery,Angel Seat Amber Ale,American-Style Amber/Red Ale,5.6,38.0,15
308,Adroit Theory Brewing Company,Angel's Trumpet,American-Style India Pale Ale,7.7,74.0,15
309,Adroit Theory Brewing Company,Angel's Trumpet,American-Style India Pale Ale,7.0,74.0,15
310,Uinta Brewing Company,Anglers Pale Ale,American-Style Pale Ale,5.8,32.0,14
311,Church Street Brewing Company,Anglican Extra Special Bitter,Extra Special Bitter,6.0,22.0,12
312,Big Bay Brewing Company,Angry Molly,American-Style Imperial Stout,9.0,80.0,41
313,Third Street Brewhouse,Angry Pirate - Aye Aye PA,Imperial or Double India Pale Ale,9.1,70.0,13
314,Flat Earth Brewing Company,Angry Planet Pale Ale,American-Style Pale Ale,6.0,48.0,14
315,Good Nature Farm Brewery,Annie,Imperial or Double India Pale Ale,8.5,70.0,5
316,Uinta Brewing Company,Anniversary Barley Wine,American-Style Barley Wine Ale,10.4,72.0,20
317,Covington Brewhouse,Anonymous IPA,American-Style India Pale Ale,6.2,60.0,12
318,Union Craft Brewing Company,Anthem Golden Ale,Golden or Blonde Ale,5.0,35.0,5
319,Lakewood Brewing Company,Antigoon's Revenge,Smoke Beer (Lager or Ale),12.4,51.0,4
320,DESTIHL Brewery,Antiquity,American-Style Barley Wine Ale,12.1,78.0,21
321,James River Brewery,Antwerp Ferry,Belgian-Style Pale Strong Ale,8.7,25.0,10
322,Laughing Dog Brewing,Anubis Imperial Coffee Porter,Brown Porter,8.0,33.6,41
323,Iron Hill Brewery,Anvil Ale,Extra Special Bitter,4.2,30.0,9
324,AleSmith Brewing Company,Anvil ESB,Extra Special Bitter,5.5,30.0,10
325,Off Color Brewing,Apex Predator,French & Belgian-Style Saison,6.5,25.0,5
326,High Water Brewing,Aphotic Imperial Porter,American-Style India Pale Ale,9.3,38.0,41
327,Elevation Beer Company,Apis IV,Belgian-Style Quadrupel,10.0,41.0,27
328,10 Barrel Brewing Company,Apocalypse IPA,American-Style India Pale Ale,6.5,65.0,13
329,Great Lakes Brewery,Apocalypse Later Imperial Black IPA,Imperial or Double India Pale Ale,10.0,100.0,41
330,Sixpoint Brewery,Apollo,American-Style Pale Ale,5.2,11.0,4
331,Indiana City Brewing Co.,Apollo Mono,American-Style India Pale Ale,5.8,68.0,9
332,Brew & Roll,Apolo,American-Style Brown Ale,6.0,21.0,33
333,Loma Brewing Company,Appeasement,American-Style India Pale Ale,7.0,50.0,5
334,WeldWerks Brewing Co.,Apricot Gose,Contemporary Gose,4.6,9.0,4
335,Crane Brewing,Apricot Weiss,Berliner-Style Weisse (Wheat),4.5,4.0,3
336,Yankee Tank Brewing Company,Apricot Wheat,Light American Wheat Ale or Lager without Yeast,5.2,18.0,3
337,Black Warrior Brewing Company,Apricot Wheat,Session Beer,4.6,19.0,4
338,Fitger's Brewhouse,Apricot Wheat,Fruit Beer,5.1,13.0,5
339,Cogstone Brewing Company,Apricot Wheat,Fruit Wheat Ale or Lager with or without Yeast,5.5,20.0,6
340,Foothills Brewing Company,"April IPA of the Month - ""April Showers"" (2014)",American-Style India Pale Ale,6.4,82.0,6
341,Upland Brewing Company,Ard Ri Imperial Red Ale,Irish-Style Red Ale,9.3,77.0,14
342,Sinistral Brewing Company,Arden's Amber Ale (A*3),American-Style Amber/Red Ale,5.0,35.0,13
343,Mt. Carmel Brewing Company,Ardennes,Belgian-Style Quadrupel,9.6,22.0,17
344,Meadowlark Brewing,Argo,French-Style Bière de Garde,7.5,20.0,15
345,Euryale Brewing Company,Argonaut's Amber,American-Style Amber/Red Ale,5.3,32.4,15
346,Old World Brewery,Arizona Honey Wheat,Light American Wheat Ale or Lager with Yeast,5.2,16.0,2
347,Core Brewing & Distilling Co.,Arkansas Red,American-Style Amber/Red Ale,5.2,16.0,13
348,Bubba Brew's Brewing Company,Arkie Amber Ale,American-Style Amber/Red Ale,5.6,17.0,13
349,Apple Blossom Brewing Company,Armstrong APA,American-Style Strong Pale Ale,6.4,54.0,14
350,Andrews Brewing Company,Arrowhead Red IPA,American-Style Amber/Red Ale,7.2,73.0,28
351,Heathen Brewing,Arson Amber Ale,American-Style Amber/Red Ale,5.8,36.0,10
352,Moon Dog,Artisan Pouseuré (Halloween),Pumpkin Beer,7.0,32.0,9
353,Homestead Beer Co.,Artists Series: The Galactic Heroes IPA,American-Style India Pale Ale,7.0,65.0,14
354,Lakewood Brewing Company,Artsy Tartsy with Peaches,Berliner-Style Weisse (Wheat),4.0,3.0,3
355,Odin Brewing Company,Asgard IPA,American-Style India Pale Ale,6.5,65.0,6
356,Caldera Brewing,Ashland Amber,American-Style Amber/Red Ale,5.4,24.0,15
357,42 North Brewing Company,Asylum Porter,Brown Porter,6.8,45.0,35
358,Red Brick Brewing Company,Atomic Frog DIPL,Experimental Beer (Lager or Ale),8.0,80.0,5
359,Foothills Brewing Company,"August IPA of the Month (""Spot"")",American-Style India Pale Ale,5.8,54.0,7
360,Foothills Brewing Company,"August IPA of the Month - ""Coral"" (2014)",American-Style India Pale Ale,5.5,90.0,5
361,Kensington Brewing Company,Augusta Ale,American-Style Pale Ale,5.5,34.0,9
362,Commonwealth Brewing Co.,Aureole,German-Style Pilsener,5.4,45.0,3
363,Twisted X Brewing Company,Austin Lager,American-Style Lager,5.2,20.0,2
364,NoDa Brewing Company,Autopilot,Golden or Blonde Ale,4.8,40.0,7
365,Ska Brewing Company,Autumnal Molé Stout,Sweet or Cream Stout,5.8,15.0,40
366,Sixpoint Brewery,Autumnation,Herb and Spice Beer,6.7,58.0,15
367,Pollyanna Brewing Company,AVIDITY,American-Style India Pale Ale,7.4,75.0,8
368,Tighthead Brewing Company,awesome sauce,Wood- and Barrel-Aged Beer,9.5,86.0,24
369,Valiant Brewing,Axiom,Other Belgian-Style Ales,10.5,28.0,19
370,Wicked Weed Brewing Company,Aye-Aye Stout,American-Style Imperial Stout,8.5,38.0,41
371,Hearthstone Brewery,Azacca Pale Ale,American-Style Pale Ale,6.0,36.0,4
372,The Knuckle Brewing Company,Azacca Spring Ale,American-Style Pale Ale,5.5,38.0,9
373,Levity Brewing,B-side,American-Style Sour Ale,6.2,9.0,8
374,Three Pints Brewing Co.,B.D.T.K.,German-Style Kölsch / Köln-Style Kölsch,5.1,25.0,4
375,Saucy Brew Works,B.F. Hefe,South German-Style Hefeweizen / Hefeweissbier,5.5,11.5,3
376,Hoppin' Frog Brewery,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,British-Style Imperial Stout,9.4,60.0,41
377,Adroit Theory Brewing Company,B/A/Y/S,American-Style Imperial Stout,9.1,80.0,38
378,Adroit Theory Brewing Company,B/A/Y/S - Tequila Barrel Aged (Ghost 075),American-Style Imperial Stout,9.6,80.0,38
379,Adroit Theory Brewing Company,B/A/Y/S V3.0 - Cabernet Sauvignon (Ghost 414),American-Style Imperial Stout,10.7,98.0,41
380,Blue Skye Brewery and Eats,B17 Blonde,Golden or Blonde Ale,4.7,15.0,3
381,Three Floyds Brewing Company,BA Blot Out The Sun,American-Style Imperial Stout,10.4,97.0,41
382,Taxman Brewing Company,BA Death & Taxes (2015),Specialty Stouts,11.5,55.0,41
383,Foothills Brewing Company,BA Sexual Chocolate,American-Style Imperial Stout,9.75,85.0,41
384,Uinta Brewing Company,Baba,German-Style Schwarzbier,4.3,32.0,41
385,Bacchus Brewing Company,Bacchus IPA,American-Style India Pale Ale,6.5,65.0,10
386,Scenic Brewing Company,Back Country Class VI,Imperial or Double India Pale Ale,9.0,90.0,11
387,21st Amendment Brewery,Back in Black,American-Style Black Ale,6.8,65.0,41
388,Three Floyds Brewing Company,Backmasking,Oatmeal Stout,5.9,32.0,41
389,Steamworks Brewing Company,Backside Stout,American-Style Stout,6.24,28.0,41
390,Founders Brewing Company,Backwoods Bastard,Scotch Ale,10.2,50.0,29
391,Lazy Magnolia Brewing Company,Backwoods Belgian,Belgian-Style Blonde Ale,8.51,25.0,6
392,Crystal Ball Brewing Company,Bacon Stout,American-Style Imperial Stout,5.0,27.0,38
393,Upland Brewing Company,Bad Elmer’s Porter,Robust Porter,5.0,19.6,34
394,Upland Brewing Company,Badder Elmer’s - Side Trail Series,Baltic-Style Porter,7.2,21.0,28
395,Baderbräu,Baderbräu Lawnmower Lager,American-Style Lager,5.5,45.0,6
396,Baderbräu,Baderbräu Oktoberfest,American-Style Märzen / Oktoberfest,5.1,23.0,10
397,Baderbräu,Baderbräu Red Velvet,American-Style Amber/Red Ale,6.0,30.0,18
398,Meadowlark Brewing,Badlands Extra Pale Ale,American-Style Pale Ale,6.5,70.0,5
399,Arcadian Moon,Baehr's Cave,English-Style Brown Ale,6.4,18.3,25
400,Stoup Brewing,Bag O' Tricks Dbl IPA,Imperial or Double India Pale Ale,8.6,70.0,7
401,Lancaster Brewery,Baked Pumpkin Ale,Pumpkin Beer,7.3,33.0,17
402,Yankee Tank Brewing Company,Baker Street Ale,Classic English-Style Pale Ale,4.6,30.0,7
403,The Bakers' Brewery,Bakers' Beach Pina Colada,American-Style India Pale Ale,6.3,77.0,8
404,Kensington Brewing Company,Baldwin FishEYE PA,American-Style India Pale Ale,6.5,65.0,16
405,Ballast Point Brewing Company,Ballast Point Belgian-Style Tripel,Belgian-Style Tripel,9.8,34.0,7
406,Ballast Point Brewing Company,Ballast Point Red Velvet Cake,Chocolate / Cocoa-Flavored Beer,5.5,33.0,11
407,Kinslahger Brewing Company,Baltic Porter,Baltic-Style Porter,9.2,30.0,40
408,Foothills Brewing Company,Baltic Porter,Baltic-Style Porter,9.0,51.7,41
409,Smuttynose Brewing Company,Baltic Porter,Baltic-Style Porter,9.8,51.0,41
410,Brasserie St. James,Bamberg Rauchbier,Smoke Beer (Lager or Ale),5.25,26.0,14
411,Crooked Hammock Brewery,Banana Hammock,Belgian-style Fruit Beer,15.0,15.0,15
412,Cotton Brewing Co.,Banana Nut Beer,Fruit Wheat Ale or Lager with or without Yeast,6.0,15.0,20
413,Brau Brothers Brewing Company,Bancreagie Peated Scotch Ale,Strong Ale,7.6,20.0,11
414,Smartmouth Brewing Company,Bandwagon Citra Pale Ale,American-Style Strong Pale Ale,6.5,80.0,5
415,Four Saints Brewing Company,Bandwagon New England IPA,Specialty Beer,6.1,30.0,5
416,Four Seasons Brewing Co.,Bang Bang,Imperial or Double India Pale Ale,8.9,90.0,8
417,Eudora Brewing Company,Bangarang!™,American-Style India Pale Ale,6.4,65.0,9
418,Upland Brewing Company,Banshee Strong Scotch Ale,Strong Ale,7.9,26.2,16
419,Worth Brewing Company,Bar Belle Blonde Ale,Belgian-Style Blonde Ale,9.0,28.0,4
420,Sandia Chile Grill & Brewery,Barb's Barrel,German-Style Leichtes Weizen / Weissbier,5.5,18.0,4
421,Wicks Brewing Co,Bard's Song,American-Style Brown Ale,6.0,20.0,24
422,DuClaw Brewing Company,Bare Ass Blonde,Golden or Blonde Ale,5.0,19.0,9
423,Off Color Brewing,Bare Bear,Specialty Beer,7.0,24.0,21
424,Hellbender Brewing Company,Bare Bones Kolsch,German-Style Kölsch / Köln-Style Kölsch,5.0,21.0,4
425,Sick N Twisted Brewing Co.,BareButt Bock,Traditional German-Style Bock,7.06,16.46,18
426,Barley Island Brewing Company,BarFly IPA,American-Style India Pale Ale,6.5,70.0,8
427,The Bakers' Brewery,Barking Dog Brown,English-Style Dark Mild Ale,4.8,20.0,32
428,Arizona Wilderness Brewing Company,Barley Wine Barleywine,British-Style Barley Wine Ale,9.3,40.0,13
429,Brew Age,Barley Wine · Nutcracker,British-Style Barley Wine Ale,10.0,75.0,30
430,The Duck-Rabbit Craft Brewery,Barley-Wine Ale,British-Style Barley Wine Ale,11.0,52.0,15
431,The ChopHouse & Brewery,BarleyWine,American-Style Barley Wine Ale,11.0,75.0,18
432,Abita Brewing Company,Barleywine,American-Style Barley Wine Ale,9.6,60.0,31
433,Smuttynose Brewing Company,Barleywine,American-Style Barley Wine Ale,10.6,73.0,28
434,NoDa Brewing Company,Barn Hopper,Other Belgian-Style Ales,7.5,80.0,9
435,Triton Brewing Company,Barn Phantom Gose,Contemporary Gose,4.0,10.0,3
436,Fort Collins Brewery,"Barnaby, Barley Wine",British-Style Barley Wine Ale,9.4,60.0,12
437,Anderson Valley Brewing Company,Barney Flats Oatmeal Stout,Oatmeal Stout,5.8,15.0,37
438,Core Brewing & Distilling Co.,Barney's Imperial Red,Imperial or Double India Pale Ale,9.5,113.0,15
439,Homestead Beer Co.,Barnraiser Pale Ale,American-Style Pale Ale,5.4,41.0,7
440,Brew Age,Barrel Aged Barley Wine · Barrel Cracker,Wood- and Barrel-Aged Beer,10.5,75.0,35
441,Crank Arm Brewing Company,Barrel Aged BMX,American-Style Barley Wine Ale,10.3,58.0,40
442,Old Rail Brewing Co.,Barrel Aged Dark Territory RIS,British-Style Imperial Stout,8.5,68.0,41
443,WeldWerks Brewing Co.,Barrel Aged Mexican Achromatic,Wood- and Barrel-Aged Dark Beer,13.2,55.0,41
444,North Coast Brewing Company,Barrel Aged Old Rasputin,Wood- and Barrel-Aged Dark Beer,12.1,38.0,41
445,Taxman Brewing Company,Barrel Aged Qualified,Belgian-Style Quadrupel,9.5,28.0,18
446,Hangar 24 Craft Brewery,Barrel Roll No. 3 - Pugachev's Cobra (2011),American-Style Imperial Stout,15.8,85.0,40
447,Hangar 24 Craft Brewery,Barrel Roll No. 3 - Pugachev's Cobra,American-Style Imperial Stout,15.8,85.0,40
448,Tin Whiskers Brewing Company,Barrel Shifter Porter,Wood- and Barrel-Aged Dark Beer,7.44,39.5,41
449,Hoppin' Frog Brewery,Barrel-Aged B.O.R.I.S. The Crusher Imperial Stout,Wood- and Barrel-Aged Dark Beer,9.4,60.0,41
450,Ploughshare Brewing Co.,Barrel-Aged Coal Train,Baltic-Style Porter,10.0,26.0,40
451,Funky Buddha Brewery,Barrel-Aged Nikolai Vorlauf Imperial Stout,American-Style Imperial Stout,10.5,45.0,41
452,Bear Republic Brewing Company,Barrel-Aged Old Baba Yaga (Cognac),American-Style Imperial Stout,11.5,115.0,40
453,North Coast Brewing Company,Barrel-Aged Old Rasputin XIV,American-Style Imperial Stout,11.5,38.0,41
454,North Coast Brewing Company,Barrel-Aged Old Rasputin XVI,American-Style Imperial Stout,11.3,38.0,40
455,North Coast Brewing Company,Barrel-Aged Old Rasputin XVIII,American-Style Imperial Stout,11.3,38.0,40
456,Karl Strauss Brewing Company,Barrel-Aged Vanilla Bean Wreck Alley,American-Style Imperial Stout,10.0,50.0,41
457,Fort Collins Brewery,Barrel-Licked Bock,Wood- and Barrel-Aged Beer,6.4,34.0,22
458,Barrio Brewing Company,Barrio Rojo,Scottish-Style Light Ale,5.5,22.0,17
459,BricktownE Brewing Company,Barrique Black Ale,Robust Porter,7.0,35.0,34
460,Next Door Brewing Company,Bascom Blonde,Golden or Blonde Ale,4.5,24.0,4
461,Scenic Brewing Company,Base Camp Porter,Brown Porter,7.0,20.0,40
462,Scorched Earth Brewing Co.,Base Jumper,American-Style India Pale Ale,7.2,80.0,16
463,Sunriver Brewing Company,Base Layer,American-Style Black Ale,6.0,19.0,26
464,Tennessee Brew Works,Basil Ryeman,Herb and Spice Beer,8.0,25.0,8
465,Black Bear Microbrew,Basin Mills Brown,American-Style Brown Ale,5.2,25.0,16
466,Sebago Brewing Company,Bass Ackwards Berryblue Ale,Fruit Beer,4.4,13.4,21
467,Long Trail Brewing Co,Batch #10 Berliner Weisse - Brown Bag Series,Berliner-Style Weisse (Wheat),3.4,6.0,5
468,Nowhere In Particular Brewing Company,Batch 002,Imperial or Double India Pale Ale,8.4,80.0,5
469,Nowhere In Particular Brewing Company,Batch 004 (Passionsquirt),French & Belgian-Style Saison,8.7,29.0,4
470,Nowhere In Particular Brewing Company,Batch 007,Brown Porter,6.7,24.0,32
471,Nowhere In Particular Brewing Company,Batch 012: Chance of Rain,American-Style India Pale Ale,8.5,60.9,4
472,8 Wired Brewing Company,Batch 31,American-Style Imperial Stout,11.0,75.0,41
473,Zebulon Artisan Ales,Batch 4,French & Belgian-Style Saison,6.8,50.0,5
474,Prairie Sun Brewery,BATCH 88,Specialty Stouts,8.8,18.0,38
475,Rincon Brewery,Bates Blonde,Belgian-Style Blonde Ale,5.5,16.0,29
476,MobCraft Beer,BatShit Crazy,Coffee-Flavored Beer,5.6,25.0,40
477,Kelsen Brewing Company,Battle Axe IPA,American-Style India Pale Ale,7.2,67.0,6
478,Wicks Brewing Co,Battle Cry,American-Style India Pale Ale,7.1,84.0,6
479,Texian Brewing Co,Battle Line,American-Style Brown Ale,6.5,22.7,18
480,The Olde Mecklenburg Brewery,Bauren Bock,German-Style Doppelbock,7.5,30.0,16
481,Bavaria Brouwerij,Bavaria Premium Pilsener,International-Style Pilsener,5.0,20.0,7
482,Six Mile Bridge,Bavarian Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.2,13.5,4
483,Oakland United Beerworks,Bavarian Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.2,12.0,4
484,Bluebonnet Beer Company,Bavarian Helles,Münchner (Munich)-Style Helles,5.0,20.0,4
485,Covington Brewhouse,Bayou Bock,Traditional German-Style Bock,6.0,15.0,6
486,Texas Beer Refinery,Bayou City Brown,English-Style Brown Ale,3.8,15.0,27
487,Wormtown Brewery,Be Hoppy,American-Style India Pale Ale,6.5,70.0,9
488,Crooked Hammock Brewery,Beach Escape,Other Belgian-Style Ales,6.6,42.0,5
489,Barrier Brewing Company,Beach St. Wheat,Light American Wheat Ale or Lager with Yeast,5.1,25.0,3
490,Dodgeton Creek Brewing Company,Bear lake IPA,American-Style India Pale Ale,6.1,87.0,11
491,Tighthead Brewing Company,Bear's Choice,American-Style India Pale Ale,6.3,75.0,6
492,Red Brick Brewing Company,Beard Envy,American-Style Barley Wine Ale,9.3,80.0,14
493,Upland Brewing Company,Beard of Paradise,American-Style Pale Ale,6.2,30.0,5
494,Sixpoint Brewery,Beast Mode,American-Style Imperial Porter,6.4,44.0,24
495,Barley Island Brewing Company,Beastie Barrel Porter,Wood- and Barrel-Aged Beer,6.7,36.0,32
496,Barley Island Brewing Company,Beastie Barrel Stout,Wood- and Barrel-Aged Beer,5.5,27.0,41
497,Nowhere In Particular Brewing Company,Beat Your Wheat,Light American Wheat Ale or Lager with Yeast,6.0,30.0,5
498,Seven Brides Brewery,Becky's Black Cat Porter,Robust Porter,7.0,55.0,41
499,Iron Hill Brewery,Bedotter™,Belgian-Style Tripel,9.5,38.0,4
500,Riverport Brewing Company,Bedrock Bock,Traditional German-Style Bock,7.8,23.0,15
501,Pleasant House Brewing Company,Bee's Knees,Specialty Honey Lager or Ale,6.5,99.0,11
502,La Cumbre Brewing Company,BEER,International-Style Pilsener,4.7,23.0,2
503,Lakefront Brewery,Beer Line,American-Style Barley Wine Ale,12.0,53.0,14
504,Ninkasi Brewing Company,Beer Run IPA,American-Style India Pale Ale,7.3,80.0,8
505,300 Suns Brewing,Beer Street Gin Lane (Juniper gin Beer),Herb and Spice Beer,6.0,40.0,9
506,Core Brewing & Distilling Co.,Behemoth Pilsner,Bohemian-Style Pilsener,5.0,21.0,3
507,Pollyanna Brewing Company,BEHIND ABBEY DOORS,Other Belgian-Style Ales,6.4,25.0,18
508,DESTIHL Brewery,Bela,American-Style Pilsener,10.2,85.0,5
509,Hutton & Smith Brewing Co.,Belayer's Blonde,Golden or Blonde Ale,4.6,22.0,4
510,Cheluna Brewing,Belga,French & Belgian-Style Saison,7.2,9.5,5
511,Cheluna Brewing,Belga Con Pasion,French & Belgian-Style Saison,7.2,9.5,5
512,NoDa Brewing Company,Belgian Baster,Belgian-Style Dubbel,7.4,20.0,17
513,Station 26 Brewing Co.,Belgian Blond,Belgian-Style Blonde Ale,5.3,17.0,4
514,Bemidji Brewing Company,Belgian Blonde,Belgian-Style Blonde Ale,6.0,18.0,5
515,Cogstone Brewing Company,Belgian Blonde Ale,Belgian-Style Blonde Ale,7.0,23.0,5
516,Cogstone Brewing Company,Belgian Dark Strong,Belgian-Style Dark Strong Ale,10.0,25.0,12
517,Six Mile Bridge,Belgian Dubbel,Belgian-Style Dubbel,8.0,19.0,40
518,Cogstone Brewing Company,Belgian Dubbel,Belgian-Style Dubbel,7.0,33.0,36
519,Stoup Brewing,Belgian Dubbel,Belgian-Style Dubbel,7.7,20.0,14
520,James River Brewery,Belgian Holiday Ale,Dark American-Belgo-Style Ale,6.8,20.0,13
521,High Cotton Brewing Co,Belgian IPA,Belgian-Style Pale Ale,6.2,55.0,7
522,Bier Brewery & Taproom,Belgian Pale,Pale American-Belgo-Style Ale,6.1,22.0,8
523,Fifty West Brewing Company,Belgian Pale,Belgian-Style Pale Ale,5.9,35.0,13
524,Cogstone Brewing Company,Belgian Pale Ale,Belgian-Style Pale Ale,5.5,30.0,9
525,Sugar Creek Brewing Company,Belgian Pilsner,Bohemian-Style Pilsener,5.0,32.0,2
526,The Bakers' Brewery,Belgian Rebellion,Belgian-Style Pale Ale,5.5,61.0,7
527,Black Warrior Brewing Company,Belgian Red Rye,Other Belgian-Style Ales,6.8,19.0,18
528,Bandwagon Brew Pub,Belgian Rye,Other Belgian-Style Ales,6.0,20.0,13
529,Base Camp Brewing Company,Belgian Session Ale,Belgian-Style Pale Ale,4.9,14.0,10
530,Nighthawk Brewery,Belgian Single,Belgian-Style Table Beer,4.45,27.0,3
531,pFriem Family Brewers,Belgian Strong Dark,Belgian-Style Dark Strong Ale,10.0,38.0,32
532,Outer Planet Craft Brewing,Belgian Strong Dark,Belgian-Style Dark Strong Ale,10.0,30.0,40
533,Joyride Brewing Company,Belgian Strong Dark...Side of the Moon,Belgian-Style Quadrupel,10.0,30.0,18
534,Mazama Brewing Company,Belgian Style Blond,Belgian-Style Blonde Ale,7.7,23.0,5
535,Crystal Ball Brewing Company,Belgian Tripel,Belgian-Style Tripel,9.3,20.0,6
536,Cogstone Brewing Company,Belgian Tripel,Belgian-Style Tripel,9.5,36.0,5
537,Stoup Brewing,Belgian Tripel,Belgian-Style Tripel,9.75,35.0,5
538,Blind Squirrel,Belgian Tripel,Belgian-Style Tripel,9.0,34.0,6
539,Blue Moon Brewing Company,Belgian White,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.4,9.0,3
540,Cogstone Brewing Company,Belgian Witbier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.1,15.0,3
541,1933 Brewing Company,Belgian's Maibock,Specialty Beer,6.8,30.0,11
